Model_ID,Development_Story,Milestones,Status
eurocopteras350ecureuil,"Europe's most successful civil helicopter, the Ecureuil (= Squirrel) is in extensive civil and military use worldwide undertaking a variety of wide ranging missions. 

Aerospatiale's development of the AS-350 Ecureuil in the early 1970s culminated in the first flights of the Avco Lycoming LTS-101 powered prototype on June 27 1974 and the Turbomeca Arriel powered prototype on February 14 1975. These aircraft were followed by eight preproduction examples, the first of which flew in late 1977. 

Customer deliveries began in April 1978. Initial models offered were the Arriel powered AS-350B, which was marketed outside North America, and the LTS-101 powered AS-350C AStar sold in the USA. The AS-350C was soon replaced by the D, with a more powerful engine. 

Subsequent developments include the hot and high AS-350B-1 with a 510kW (684shp) Arriel 1D; the AS-350BA which was certificated in 1991 and was in production through to 1998 and is fitted with the larger main rotors of the AS-350B-2 (AS-350Bs can be retrofitted to BA standard); and the AS-350B-2 (marketed in North America as the SuperStar) with a more powerful Arriel 1D1 turboshaft, and the main and tail rotors developed for the twin engine AS-355F Ecureuil 2 (described separately) and certificated in April 1989. The AS-350B-3 first flew on March 4 1997 and is a hot and high optimised model. Its most important change is a more powerful Arriel 2D engine. Deliveries began in January 1998.

In January 1992, Aerospatiale's helicopter division was integrated into Eurocopter. 

Later production military Ecureuils are marketed as the AS-550 Fennec. The Ecureuil is also built under licence in Brazil as the HB-350 Esquilo, and a look-a-like is built in China as the Changhe Z-11.",,Operational
eurocopteras355ecureuil2,"The twin engined member of the Ecureuil (= Squirrel) family, the AS-355 Ecureuil 2 offers greater performance, carrying capability and the increased safety benefits of twin engines compared to the single engined AS-350. 

Development of the first twin engine Ecureuil began early in the model's development life, with the first flying on September 28 1979. This prototype was powered by two Allison 250-C20F turboshafts, supplying power to the main and tail rotors through a combining gearbox. Put into production as the AS-355E, it was essentially a twin engined version of the AS-350 with detail changes made to the fuselage structure, fuel system, transmission and main rotor blades to support the twin engine configuration. In common with the AS-350, the AS-355 features the maintenance free Starflex main rotor hub, while the main rotor blades are of composite construction. 

The AS-355F replaced the AS-355E from early 1982, and introduced new wider chord main rotor blades and a higher max takeoff weight. The AS-355F was followed by the AS-355F-1 in January 1984 and AS-355F-2 in December 1985, which introduced progressively higher maximum takeoff weights. 

The current production model is the AS-355N Ecureuil 2 which introduced twin Turbomeca TM-319 Arrius turboshafts. It was certificated in 1989 and first deliveries took place from early 1992. It is marketed in North America as the TwinStar. As with the single engined AS-550, the twin engine military AS-555 is marketed as the Fennec (the AS-555SN is fitted with a chin mounted search radar for ASW).

Aerospatiale's helicopter division was integrated into Eurocopter in January 1992.

The AS-355 is built under licence in Brazil as the Helibras HB-355 Esquilo.",,Operational
eurocopteras365ndauphin2ec155,"The (originally Aerospatiale) AS-365N Dauphin 2 is one of Eurocopter's most successful designs and has found widespread use in corporate, police, media, EMS and search and rescue roles worldwide. 

The AS-365N is a much improved development of the original SA-365C Dauphin 2 (described under Aerospatiale). Until January 1990 the AS-365 models were designated SA-365, and in 1992 Aerospatiale's helicopter division was incorporated into Eurocopter. The AS-356N introduced more powerful Arriel 1C turboshafts, enlarged tail surfaces, revised transmission, main rotor, rotor mast fairing and engine cowling, and retractable tricycle undercarriage. The AS-365N first flew on March 31 1979. Deliveries began in early 1982. 

The US Coast Guard took delivery of 99 HH-65A Dolphins (SA-366G-1). These aircraft are powered by Textron (Avco) Lycoming LTS-101s and are optimised for the USCG's search and rescue role. 

Deliveries of the improved AS-365N-2 commenced in 1990. It features upgraded Arriel 1C2 engines, improved gearbox, increased max takeoff weight, redesigned cabin doors, revised interior and optional EFIS instrumentation. 

The AS-365N-3 is a hot and high development with FADEC equipped Arriel 2Cs. Deliveries began in December 1998. 

The improved EC-155 (initially AS-365N-4) development was announced at the 1997 Paris Airshow. It features twin Arriel 2Cs equipped with FADEC, a five blade Spheriflex main rotor and a 40% larger main cabin, achieved with bulged doors. First flight was on June 17 1997, with French and German certification awarded in December 1998. 

Military AS-365Ns have been offered as AS-565 Panthers. Utility versions are the AS-565UA/UB, attack versions are the AS-565AA/AB, while the AS-565MA/MB are equipped for naval search and rescue, and the AS-565SA/SB for ASW (Anti Submarine Warfare) duties.",,Operational
eurocopterbo105ecsuperfive,"In widespread military and civilian service, the BO 105 is MBB's (now part of Eurocopter) most successful helicopter design. <p>Construction of the first of three prototypes began in 1964, the first of which made the type's first flight on February 16 1967. This aircraft was powered by 236kW (317shp) Allison 250C18 turboshafts and featured a conventional main rotor hub, but the subsequent prototypes incorporated a new rigid hub with feathering hinges, plus composite blades and MANTurbo 6022 engines. The BO 105 reverted back to Allison 250 power with the second of two preproduction aircraft, flying in this form in January 1971. <p>Initial production was of the BO 105C which was available from 1970. The Allison 250C20 powerplant became standard from 1973. The BO 105 CB was introduced in 1975, and became the standard production model. It introduced uprated engines and a strengthened transmission. The BO 105 is now built in BO 105 CBS form with a slight 25cm (10in) fuselage stretch and extra window, allowing an extra passenger to be carried. <p>The BO 105 D has IFR instrumentation and was developed for the British offshore oil rig support market. The BO 105 L has more powerful engines and higher takeoff weight. The BO 105 LSA-3 is a hot and high version with Allison 250C28C engines and built exclusively in Canada by Eurocopter Canada. The BO 105 LSA-3 Super Lifter has been developed for aerial crane work and has a 2850kg (6283lb) max takeoff weight. <p>The EC Super Five is a high performance development of the BO 105 CBS with new main rotor blades. It was certificated in late 1993. <p>",,Operational
eurocopterec120colibri,"Eurocopter's solution to develop a new light helicopter lay in forming a partnership with CATIC (Harbin) of China and Singapore Technologies Aerospace of Singapore. 

Eurocopter (then Aerospatiale), CATIC and STA launched definition development of a new light helicopter, then designated P-120L, in February 1990. The teaming arrangements for the helicopter saw Aerospatiale/Eurocopter take a 61% program share and leadership, CATIC with 24% and STAe with 15%. A development goahead contract for the new aircraft was signed in October 1992 (by which time Aerospatiale's helicopter activities had been merged into Eurocopter) and the EC-120 designation was announced in January 1993 (the Colibri [Hummingbird in English] name came later). Design definition was completed in mid 1993. 

Within the Eurocopter/CATIC/STAe partnership, Eurocopter is responsible for the design and manufacture of the rotor system and transmission, final assembly (at Marignane in France), flight testing and certification. CATIC builds the EC-120's fuselage, landing gear and fuel system, while STAe's areas of responsibility covers the tailboom, fin and doors. 

Notable Colibri design features include a three blade main rotor with a Spheriflex hub integrated with the driveshaft and transmission, composite main and tail rotor blades and skid landing gear, a metal construction fuselage and a new eight blade Fenestron shrouded tail rotor. The Turboméca TM-319 Arrius 1F turboshaft was selected to power at least the first 300 Colibris. The Colibri's cabin features standard seating for five including the pilot. 

The first of two EC-120 prototypes first flew on June 9 1995 from Eurocopter France's Marignane facility. French DGAC certification was awarded in June 1997, while the first production Colibri first flew in December that year.",,Operational
eurocopterec135635,"The EC-135 is intended as a replacement for Eurocopter's successful BO-105 light twin, and is developed from the BO-108 technology demonstrator. 

The original MBB BO-108 was intended as a high technology helicopter demonstrator, and as such incorporated a range of high technology features including a hingeless main rotor (Sikorsky and Boeing adopted this design for their military RAH-66 Comanche), all composite bearingless tail rotor, shallow transmission (allowing greater cabin height) with special vibration absorbers, composite structures, improved aerodynamics, modern avionics and EFIS instrumentation. The first BO-108 was powered by Allison 250-C20R3 turboshafts and flew on October 15 1988. 

The success of the BO-108 test program led to MBB's announcement in January 1991 that it would develop a production 108 with Arrius or PW-206 engines as a replacement for the BO-105, with certification planned for 1994 and deliveries in 1995. However the formation of Eurocopter (in January 1992) gave the program access to Aerospatiale's Fenestron shrouded tail rotor technology which was then incorporated into the design. 

The combination of the BO-108 and the Fenestron led to the definitive EC-135 flying for the first time on February 15 1994. German certification was granted on June 14 1996, while US approval was given on July 31 that year, the same day as the first customer delivery. 

The PW-206 powered model is designated EC-135P-1, the EC-135T-1 has the Arrius 2B1.

The designation for dedicated military versions is EC-635.",,Operational
eurocopterkawasakibk117,"The BK 117 was developed under a joint collaborative effort between MBB of Germany (now part of Eurocopter) and Kawasaki of Japan, resulting in production lines in both countries. 

The BK 117 program replaced the independently developed BO 107 and Kawasaki KH7 design studies. The BK 117 retains the former's overall configuration, with Eurocopter responsible for the helicopter's rotor system (which uses a scaled up version of the BO 105's four blade rigid main rotor), tail unit, hydraulic system and power controls, while Kawasaki has responsibility for the fuselage, transmission and undercarriage. 

Development led to the BK 117's first flight on June 13 1979, the first production aircraft (built in Japan) flew December 1981, certification was awarded in December 1982, and first deliveries took place early in 1983. Initial production was of the BK 117 A1, while the BK 117 A3 with higher max takeoff weight and enlarged tail rotor with twisted blades was certificated in March 1985. The BK 117 A4 introduced from 1987 features increased performance through an increased transmission limit at takeoff power, improved tail rotor head and, on German built aircraft, increased fuel. 

The BK 117 B1 (certificated in 1987) has more powerful engines and better performance, the BK 117 B2 is currently in production and has an increased max takeoff weight. The BK 117 C1 is a German development with Turboméca Arriel engines, while the BK 117 C-2 now underdevelopment features improvements from the EC 135 including new avionics.",,Operational
extra230300200,"Extra's aerobatic light aircraft were designed from the outset for unlimited aerobatic competition flying. 

The original wooden wing Extra 230 was designed by company founder Walter Extra to meet the requirements of competition pilots with the Swiss Aero Club. First flight occurred during 1983. Unusually for an aircraft of its type the Extra 230 features a wooden wing with dacron covering, while as on other aerobatic competition aircraft the 230's wing has 0° incidence for sustained inverted flight. Production ceased in 1990 when Extra was experiencing difficulties in sourcing the correct type of wood. 

Design work on the larger, two seat Extra 300 began in early 1987, culminating in the first flight of a prototype on May 6 1988 and certification in May 1990. Production began in October 1988. 

Small numbers of Extra 260s were also built in the early 1990s. These aircraft were essentially downsized Extra 300s with seating for a pilot only and powered by a 195kW (260hp) IO540 flat six. The Extra 260 was not certificated, the six that were built were able to fly under special permits. 

The single seat Extra 300S first flew on March 4 1992 and was certificated that same month. The 300S differs from the 300 in having a single seat, shorter span wings and more powerful ailerons, while retaining the same powerplant and basic fuselage. The 300L has a low mounted wing. The strengthened 330 has a 245kW (330hp) AEIO-580 and larger control surfaces, and first flew in January 1998. 

Both the 300 and 300S are stressed for +10/10g flight with a single pilot, have additional transparencies in the lower sides of the fuselage below the wings for pilot visibility, and a single piece canopy. 

Extra's latest product is the 150kW (200hp) AEIO360 powered Extra 200 two seater. It first flew in April 1996. Of similar construction to the 300, it replaces the earlier 230.",,Operational
fairchildaerospacemetroiiiii23,"Despite a slow start to sales in the early 1970s, the Metro series has become one of the most popular 19 seat commuters. 

The Metro can trace its lineage back to the original Swearingen Merlin I executive transport. From the Merlin I Swearingen developed the turboprop powered II and III which were to form the basis of the new Metro commuter airliner. The Metro was Swearingen's first complete inhouse design and development work began in the late 1960s, resulting in the SA226TC Metro's first flight on August 26 1969. The design was similar in appearance and layout to the earlier Merlins, and featured a pressurised fuselage, TPE331 turboprop engines and double slotted trailing edge flaps. Certification was awarded in June 1970 and the first example entered commercial service in 1973. 

The Metro II superseded the I from 1975, with improvements to reduce cabin noise levels. The equivalent executive aircraft is the Merlin IV. Following the Metro II from 1981 was the III (by which time Fairchild had taken over Swearingen), which was certificated to SFAR41B allowing greater takeoff weights, while more efficient engines (including the option of Pratt & Whitney Canada PT6As on the IIIA) and greater wing span made the III more economical to operate. The Expediter freighter is based on the III. 

The current Metro model is the 23. Certificated to FAR Part 23 (Amendment 34) standards (hence the Metro 23 designation) it features a higher takeoff weight, more powerful engines and systems improvements first introduced on the military C26. The Metro 23 EF has a bulged lower fuselage for greater baggage capacity, while the Merlin 23 and Expediter 23 models are also offered. In 1996 Fairchild studied (but did not proceed with) a Metro with a significantly higher fuselage allowing stand-up headroom (in the style of the Raytheon Beech 1900D).",,Operational
fairchilddornier328jet,"The Dornier, later Fairchild Dornier 328JET has given a new lease of life to the basic 328 design and was a pioneer of a new class of airliner, that of the 30 seat regional jet. 

Fairchild Aerospace took over DASA's 80% stake in Dornier in early June 1996, which made Dornier a subsidiary of Fairchild. On August 8, 2000, Dornier Luftfahrt GmbH changed name to Fairchild Dornier GmbH. 
   
Development of the 328JET was launched soon after Fairchild Aerospace took over Dasa's stake in Dornier. A market survey of 50 regional airlines worldwide was launched which confirmed their customer driven preference for jet equipment, as long as the operating economics of a regional jet were competitive. Armed with this information, Fairchild launched the 328JET, a jet engined development of the 328 turboprop, in February 1997. 

The most obvious change to the 328 for the 328JET is the addition of FADEC equipped Pratt & Whitney Canada PW306 turbofans mounted in underwing pods. Otherwise the 328JET was designed to be a minimum change development of the 328 turboprop to allow Fairchild to bring the aircraft to market as quickly as possible. Fairchild was able to achieve this because of the turboprop 328's conservative engineering and clean aerodynamic design. Just two fuselage frames (which the wing and landing gear attach to) required strengthening. A 10cm (4in) extension to the trailing edge flaps cuts aerodynamic drag. Other changes include strengthened landing gear and brakes, slight changes to the software of the Honeywell Primus 2000 EFIS avionics suite, and an APU is standard. 

The first 328JET prototype was converted from the second 328 turboprop, and was rolled out on December 6 1997. It first flew from Munich in Germany on January 20 1998. Certification and first deliveries were in July 1999. 

Fairchild Dornier considered two stretched developments of the 328JET, the 50 seat 528JET and the 42 to 44 seat PW306B powered 428JET. The 428JET was formally launched in May 1998 and would have been assembled in Israel by IAI, but Fairchild Dornier suspended the program in August 2000 due to not being able to make a viable business case.

The Envoy 3 is a corporate jet/corporate shuttle development of the 328JET with longer range.

On July 1 2002 Fairchild Dornier was declared insolvent and entered administration. In mid-2003 AvCraft Aerospace GmbH acquired the rights to the 328JET together with 18 completed aircraft. However, after a number of aircraft were delivered, they were forced into administration too in March 2005.",,Operational
fairchilddornier728,"The 728 family was Fairchild Dornier's ambitious bid to develop a range of regional jet airliners to supplement the smaller 328JET series, and attracted strong airline interest when launched. 

Fairchild Dornier launched this new family of regional jets seating from 55 to 100 passengers on May 19 1998, with provisional launch orders from Crossair and Lufthansa for 120 new aircraft. 

The lead aircraft in the program was the 70 to 85 seat 728 (previously named 728JET), which made its official roll-out on March 21, 2002, and it was scheduled to make the first flight in the summer of 2002.  Deliveries should have started in mid 2003 to Lufthansa Cityline. 

In August 1998 Fairchild announced it had selected General Electric's FADEC equipped CF34-8D (which has 87% parts commonality with the CF34-8C1 selected to power the competing CRJ-700) ahead of the SNECMA/Pratt & Whitney Canada SPW-14 to power the 728. In September '98 further 728 suppliers were announced, including Honeywell for its Primus Epic integrated EFIS avionics suite with flat panel LCDs, AlliedSignal (APU and environmental control system), Lucas Aerospace (for a fly-by-wire flight control system), BFGoodrich (landing gear, wheels, tyres, brakes and fuel system), Hamilton Sundstrand (integrated electric system), and Parker Aerospace (hydraulics). CASA would build the wings and empennage. 

The base version of the 728 was the 728-100, which would have been followed end 2003 by the extended range and higher payload 728-200. The 200 would have had a 3000kg (6615lb) higher MTOW and a 750km (400nm) increase in range.

In its class, the 728 had the largest cabin (0.51cm wider than the Embraer 170/190, and 0.70cm wider than the CRJ-700) with five-abreast seating.  

Following the 728 into service would have been the stretched 95 to 110 seat 928, with first flight scheduled in late 2003, and entry into service in 2005. Apart from the stretched fuselage - cabin length from behind the flightdeck would have been 23.05m (75ft 7in) allowing seating for 95 to 110 passengers - it would also have featured an increased span wing. The shortened 55 to 65 seat 528 (23.38m (76ft 9in) fuselage length and 15.84m (52ft 0in) cabin length) would have followed the 928. The three types would have featured a high degree of commonality, including engine type, and the same flightdeck, allowing a common pilot type rating. 

Fairchild Dornier also launched a corporate jet version of the 728, the Envoy 7, which was foreseen to enter service in 2004. The Envoy 7 had intercontinental range and would be equipped with Fairchild Dornier's ""Super Shark"" winglets. Corporate versions of the 528 and 928, the Envoy 5 and Envoy 9 respectively, were also planned. 

Eight customers, among them Lufthansa Cityline, GECAS, Bavaria Leasing, CSA-Czech Airlines, and SolAir, had (by March 2002) placed firm orders for 125 aircraft and signed options for an additional 164.

However, before the first flight of the 728 had been made, Fairchild Dornier filed for insolvency on April 2 2002, and the whole ambitious program came to an end.",,Operational
fairchildswearingenmerlin,"The Merlin series of turboprop executive transports was Swearingen's first manufacturing program, and laid the foundations for the successful Metro series of commuters. 

Prior to the original Merlin II, Swearingen specialised in building conversions of existing aircraft into corporate transports. The Merlin II (or SA26T) was an example of this policy in that it is based on the Beech Queen Air and Twin Bonanza. The Merlin combined the wing of the Queen Air with the Twin Bonanza's undercarriage and an all new Swearingen designed pressurised fuselage and tail. The first Merlins were powered by two 300kW (400hp) Lycoming TIGO540s, while the Merlin IIA was powered by Pratt & Whitney Canada PT6A20 turboprops. The prototype IIA flew for the first time on April 13 1965 and 33 were built before production switched to the AiResearch TPE331 powered Merlin IIB. 

The improved and slightly larger Merlin III combined the Merlin II's fuselage but stretched slightly and with a new tail; and the wings and landing gear of the Metro II airliner (described separately) and more powerful engines. The Merlin III (or SA226T) was certificated on July 27 1970. The Merlin III was followed by the Merlin 300 (by which time Fairchild had acquired the Merlin and Metro lines) which introduced aerodynamic improvements including winglets. Only 10 were built. 

The Merlin IV designation applies to corporate configured versions of the Metro series of commuter airliners. The Merlin IVA designation covers the corporate versions of the original Metro II (which used a stretched Merlin II's fuselage coupled with a new wing, undercarriage and tail), the IVB is the executive equivalent of the Metro III, and the Merlin 23 is equivalent to the Metro 23.",,Operational
ffaas202bravo,"Although largely in operation with military air arms as a basic trainer, small numbers of the FFA Bravo are also in civilian hands, used primarily as aerobatic and basic pilot trainers. 

Design of the Bravo dates back to the late 1960s, with original design work undertaken by SIAI-Marchetti of Italy, but with production and subsequent development work the responsibility of FFA (a company originally established by Dornier as its Swiss subsidiary). 

The first prototype to fly was Swiss built, it took to the air for the first time on March 7 1969. An Italian built prototype followed soon after on May 7, while the first production standard aircraft flew on December 22 1971. 

Initial production concentrated on the AS-202/15 and 34 were built through to the early 1980s. The definitive production model was the AS-202/18A-4, which first flew in August 1974 and received its certification in late 1975. This version differs from the original 15 in having a more powerful 135kW (180hp) engine. The principle civil Bravo operator was British Aerospace Flight Training (Prestwick) in Scotland which operated 11 (named Wrens). One crashed, but the remaining 10 were sold to Finland where they now fly with Pilot Factory Flight Training (Helsinki). 

Two other models have been developed, although single aircraft of each have flown only. The first was the 195kW (260hp) Textron Lycoming AEIO-540 powered Bravo AS-202/26A, which first flew in 1979, the second was the 240kW (320shp) Allison 250-B17C turbine powered Bravo AS-202/32TP which flew in 1991. Swiss certification was awarded in 1995. 

The Bravo is still offered for sale although none have been delivered since 1989. In the absence of Bravo production FFA builds components for other manufacturers under subcontract.",,Operational
fokker100,"Fokker's largest aircraft, the Fokker 100 is a 100 seat jet airliner based on the F-28 Fellowship, but stretched and thoroughly modernised. 

Fokker announced it was developing the Fokker 100 simultaneously with the Fokker 50 turboprop in November 1983. The Fokker 100 is based on the basic F-28 airframe, with the most important and obvious change being the stretched fuselage, increasing maximum seating to 122, compared with 85 in the F-28-4000 (on which the 100 is based). Other changes include more economical RollsRoyce Tay turbofans (which, unlike the F-28's Speys, conform to Stage 3 noise limits), revised wing design with greater span and aerodynamic efficiency (Fokker claimed it to be 30% more efficient than the F-28's), a modern EFIS glass flightdeck, redesigned cabin interior plus other systems and numerous equipment changes. 

The Fokker 100's first flight occurred on November 30 1986, certification was awarded in November 1987 and the first customer delivery, to Swissair, occurred in February 1988. 

The Fokker 100 was offered in a number of versions including higher gross weight options of the standard airliner, the Fokker 100QC Quick change airliner or freighter with a large forward freight door and the Fokker Executive Jet 100 corporate shuttle or VIP transport, fitted with luxury interiors to customer requirements. It also forms the basis for the shorter Fokker 70, while the 130 seat class Fokker 130 had also been studied. 

Fokker collapsed in 1996 and wound up production early the following year. Rekkof (Fokker backwards) Restart has been negotiating to re-open the Fokker 70 and 100 lines.",,Operational
fokker50,"The Fokker 50 was the successor to Fokker's highly successful and long running F-27 Friendship. 

Fokker announced it was developing the 50 seat Fokker 50, together with the 100 seat jet powered Fokker 100, in November 1983. The Fokker 50 is based on the fuselage of the F-27-500 Friendship, but incorporates a number of key design changes. Foremost of the improvements was the new generation Pratt & Whitney Canada PW125 turboprops driving advanced six blade props, giving a 12% higher cruising speed and greater fuel economy, and thus range. Other improvements include new avionics and an EFIS glass cockpit, limited use of composites, small `Foklet' winglets, and more, squared, main cabin windows. 

Two prototypes were built based on F-27 airframes (despite the fact that over 80% of Fokker 50 parts are new or modified), the first flying on December 28 1985. The first production aircraft flew on February 13 1987, certification was granted in May 1987, and first customer delivery, to Lufthansa Cityline, was during August that year. 

The basic Fokker 50 production model is the Series 100. With three, instead of four doors, the Series 100 is designated the Series 120. The hot and high optimised Series 300 has more powerful PW127B turboprops, and was announced in 1990. It has higher cruising speeds and better field performance, particularly at altitude. 

The only significant development of the Fokker 50 to see the light of day was the Fokker 60 Utility, a stretched utility transport version ordered by the Royal Netherlands Air Force. Fokker built four for the Netherlands air force and looked at offering a passenger variant. The Fokker 60 was stretched by 1.62m (5ft 4in). 

Fokker collapsed due to financial problems on March 15 1996 and the last Fokker 50 was delivered to Ethiopian Airlines in May 1997.",,Operational
fokker70,"The Fokker 70 is a shortened development of the popular 100 seat class Fokker 100. 

Fokker began development of the new derivative airliner in November 1992 despite the absence of firm orders, hopeful of snaring a large share of the forecast 2000 plus aircraft in the 70 to 125 seat class required through to 2010, and the replacement F-28 market. The Fokker 70's 30.91m (101ft 4in) length is close to that of the F-28-4000's 29.61m (97ft 2in), on which the Fokker 100 was originally based. 

The first Fokker 70 was in fact the second Fokker 100 prototype which was modified by removing two fuselage plugs - one forward and one rear of the wing. Construction on this aircraft began in October 1992 (before the November 1992 program goahead), resulting in the type's first flight on April 4 1993. The first production Fokker 70 flew for the first time in July 1994 and certification was awarded on October 14 1994. The first Fokker 70 (an Executive Jet 70) was delivered to Ford in the USA later that month. 

A design aim of the Fokker 70 was to retain as much commonality with the larger Fokker 100 as possible. As a result they share essentially identical wings, airframes (except for length, and the removal of two emergency overwing exits on the Fokker 70) and systems, plus similar EFIS flightdecks. The Fokker 70 was offered with two flightdecks, one optimised for the 70's regional airline operations, the other essentially identical to the Fokker 100's to give operators of both types commonality. The Fokker 70 and 100 also share identical Tay Mk.620 powerplants, although the Tay Mk.650 that was offered for the 100 was not available on the 70. The 70 and 100 were built on a common production line. 

As with the Fokker 100, a corporate shuttle, the Fokker Executive Jet 70, was offered (and attracted a small number of orders). The Fokker 70A was optimised for US carriers, while the Fokker 70ER (announced in late 1994) had extra fuel tankage and extended range. 

With Fokker's collapse in 1996, the Fokker 70/100 production line closed in early 1997. Despite Fokker's financial failure the 70 remains popular with its operators and second hand sales are almost unheard of.",,Operational
fokkerf27fairchildf27fh227,"Probably the closest to being the fabled DC-3 replacement, the Fokker F-27 Friendship, including the Fairchild built F-27 and FH-227, was built in greater numbers than any other western turboprop airliner. 

The Fokker F-27 began life as a 1950 design study known as the P275, a 32 seater powered by two RollsRoyce Dart turboprops. With the aid of Dutch government funding the P275 evolved into the F-27, which first flew on November 24 1955. This original prototype was powered by Dart 507s and would have seated 28, by the time the second prototype had flown (in January 1957) the fuselage length grew to allow seating for 32. 

By this stage Fokker had signed an agreement that would see Fairchild build Friendships in the USA. The first aircraft to enter service was in fact a Fairchild built F-27, in September 1958. 

Fairchild F-27s differed from the initial Fokker F-27 Mk 100s in having basic seating for 40, a lengthened nose capable of housing a weather radar, and additional fuel capacity. 

Developments included the Mk 200/F-27A with more powerful engines, Mk 300/F-27B and primarily military Mk 400 Combi versions, the Mk 500 with a 1.50m (4ft 11in) fuselage stretch taking seating to 52, and Mk 600 quick change freight/pax aircraft. 

Fairchild independently developed the stretched FH-227, which appeared almost two years earlier than the Mk 500. The FH-227 featured a 1.83m (6ft 0in) stretch over standard length F-27/F-27s, taking standard seating to 52.",,Operational
fokkerf28fellowship,"The F28 Fellowship jet was developed to complement Fokker's highly successful F-27 Friendship turboprop. 

Fokker began development of the F28 in 1960 after perceiving a market for a higher performance (ie jet engined) and greater capacity airliner in comparison with the F-27. First details of the F28 were made public in April 1962, and production of the first development aircraft began in 1964. The first of three prototypes flew for the first time on May 9 1967, with certification and first customer delivery both occurring on February 24 1969. 

The F28 was developed into a range of models. Initial production was of the Mk 1000, which could typically seat between 55 and 65, and was powered by 43.8kN (9850lb) Spey Mk 55515 turbofans. The Mk 2000 was essentially similar but featured a 2.21m (7ft 3in) fuselage stretch, increasing maximum seating to 79. 

The Mks 5000 and 6000 were based on the 1000 and 2000 respectively, but introduced a longer span wing (by 1.49m/4ft 11in) and wing leading edge slats. Neither version attracted serious sales interest, and no 5000s and just two 6000s were built. Another version that did not come to fruition was the Mk 6600, which would have been stretched by a further 2.21m (7ft 3in), allowing for seating for 100 in a high density layout. It was aimed at Japanese airlines. 

The final production models were the 3000 and 4000, again based on the 1000 and 2000 respectively. Both introduced a number of improvements, while the addition of two extra above wing emergency exits on the 4000 increased maximum seating to 85. Freight door equipped convertible versions of each model were offered, and are identified by a C suffix.",,Operational
fujifa200aerosubaru,"The Fuji FA200 Aero Subaru was the first wholly Japanese designed light aircraft to enter series production, with the majority built for export orders. 

A product of the Fuji Heavy Industries industrial conglomerate (which was formed through the merger of six different concerns, including WW2 fighter manufacturer Nakajima, and builds Subaru cars), design work on the FA200 began in 1964. A prototype, the FA200II, first flew on August 12 1965. 

The basic FA200 design was expected to form the basis of a family of light aircraft including the two seat side-by-side trainer FA200I powered by a 85kW (115hp) Lycoming O235 and the single seat F204 agricultural version. However only the four seat tourer, as represented by the prototype, entered production. This aircraft was of conventional low wing and fixed undercarriage design, and was aerobatic at reduced weights. 

Three versions of the FA200 entered production, the first being the 120kW (160hp) powered FA200160, which was also certificated with reduced weights in the Utility category with three seats, and the Aerobatic with two seats. The FA200180 was essentially similar but powered by a 135kW (180hp) fuel injected IO360. Deliveries of both versions began in March 1968. 

A third model joined the lineup from mid 1973, the FA200180AO. This was a reduced specification version of the FA200180 with a fixed pitch propeller and caburetted Lycoming O360 engine. 

The Aero Subaru remained in production until 1977 when 274 had been built. The type remained available to special order through to 1986, by which time a further 25 had been built.",,Operational
gafn22n24nomad,"The Nomad was developed by Australia's Government Aircraft Factory from the late 1960s to help provide the facility with work after construction of licence built Mirage jet fighters was completed, and to offer a new rugged STOL utility transport suited to both military and civil operators. 

First flight of the prototype Nomad N2 occurred on July 23 1971. A second prototype first flew on December 5 that year. First deliveries of the production N22 (to the Philippines military) began in 1975. 

Features of the new utility included retractable undercarriage, two Allison 250 turboprops, a braced high mounted wing with full span double slotted flaps and a squared sided fuselage. 

The initial N22 was followed by the N22B with an increased maximum takeoff weight, which was certificated in 1975. The N22 also formed the basis for the Searchmaster coastal patrol aircraft which apart from military users also saw service with Australian and US customs services. The Floatmaster was a N22B fitted with Wipaire floats with retractable undercarriage. 

The N22 was stretched by 1.14m (3ft 9in) resulting in the N24. Aimed more at regional airlines (and marketed as the Commuterliner) than utility operators, the main cabin could seat 16. Versions of the N24 offered included the Cargomaster freighter and the Medicmaster aerial ambulance. 

Nomad production ceased in 1984, as much due to mismanagement by the Australian government departments entrusted with its development as any faults with the aircraft. 

It is interesting to note that GAF was renamed ASTA (Aerospace Technologies of Australia), which was acquired by Rockwell in 1996 and hence was subsequently inherited by Boeing late that year.",,Operational
